Expected Return,Volatility,Sharpe Ratio,Weight SPY,Weight QQQ,Weight IWM,Weight EFA,Weight EEM,Weight TLT,Weight LQD,Weight GLD,Weight VNQ,Weight BIL
0.043555552446860955,0.04990299833025686,0.551448088113232,0.103793318439741,0.0,1.872397082495653e-17,0.021961075923218384,8.748764154099935e-19,0.07320193328678884,0.35,0.10104367235025193,0.0,0.35
0.04523800498382022,0.04994378298488902,0.584684695713426,0.12355247149865423,0.0,0.0,0.005022396190860932,4.3808298050230606e-17,0.066591427521162,0.35,0.10483370478932326,4.7306116253209957e-17,0.3499999999999997
0.04692045752077948,0.05008911323254905,0.6165774576777189,0.137152022610585,0.0,8.217261767307631e-18,0.0,0.0,0.055028407403835876,0.35,0.10781956998557952,8.408426000870074e-17,0.3499999999999998
0.048602910057738744,0.05040406549430219,0.6461040456130889,0.1481557539697623,0.0,2.422583167138875e-17,0.0,1.1162962449015118e-16,0.04137836203739221,0.35,0.11046588399284546,6.167037975023481e-17,0.34999999999999987
0.050285362594698006,0.050889542517127156,0.6730011997385987,0.1591594972648729,0.0,9.005209586471814e-18,3.0128899537537946e-17,0.0,0.027728330230140284,0.35,0.11311217250498674,4.98362641489397e-17,0.3499999999999999
0.05196781513165727,0.05151652269818919,0.6974689638048348,0.14989550086098988,0.015038211686009315,0.0,0.0,5.282086071548795e-18,0.01946866957441511,0.3499999999999999,0.11559761787858612,0.0,0.35
0.05365026766861653,0.052227368032856075,0.7201900011203113,0.13493979279656476,0.03430058397806784,0.0,9.538054415170186e-18,0.0,0.012724726114919883,0.3499999999999998,0.11803489711044758,0.0,0.35
0.055332720205575794,0.05301685177332635,0.7411998159955491,0.11999050340609725,0.053555984380474264,0.0,1.3890627610616167e-16,2.902403445058115e-17,0.005974900869431047,0.3499999999999999,0.12047861134399762,0.0,0.3499999999999999
0.05701517274253506,0.053872952957944344,0.7606513299540447,0.1161101558200174,0.06586388379893103,0.0,0.0,0.0,0.009162813626215304,0.3347670051192942,0.12409614163554199,0.0,0.35
0.05869762527949432,0.05478002063225912,0.7787690723841917,0.11354175983621125,0.0773481738050743,0.0,0.0,0.0,0.013527322982610397,0.31772994747957123,0.12785279589653306,0.0,0.35
0.06038007781645359,0.05573545047273529,0.7956056336464445,0.11096982589709868,0.08883467296200923,8.372228274039243e-17,7.944329226665826e-17,0.0,0.017890474656776702,0.30069508639354553,0.1316099400905698,2.962952130642124e-17,0.34999999999999987
0.062062530353412845,0.05673679932008526,0.8112176132324814,0.10840406060894364,0.1003173636125505,0.0,6.849739263995842e-17,4.742926160567529e-17,0.022255901152031618,0.28365664839872323,0.13536602622775104,0.0,0.34999999999999987
0.06374498289037211,0.057781679914237445,0.8256655662254939,0.10583246049633346,0.11180400058629464,0.0,0.0,0.0,0.026619601149111403,0.2666219199214112,0.13912201784684938,0.0,0.35
0.06542743542733137,0.058867774282866034,0.8390124580467446,0.10326606153341941,0.12328669816125003,0.0,7.856029749026919e-17,0.0,0.030984764672300127,0.24958283747198898,0.14287963816104154,2.967545689691086e-17,0.34999999999999987
0.06710988796429064,0.059992844100686865,0.8513223419121564,0.10069560013967088,0.13477257790323263,2.2238185714376337e-17,0.0,6.6429728656176065e-18,0.035348942418271745,0.23254721606012937,0.14663566347869553,1.0478302836217285e-17,0.3499999999999999
0.0687923405012499,0.06115473830029044,0.8626592565187438,0.09812044141337907,0.14626134633584195,0.0,7.205992524307392e-17,2.8081148570868863e-18,0.039710997690701695,0.2155148536969079,0.15039236086316957,3.9620973820197244e-18,0.3499999999999999
0.07047479303820917,0.0623513982868531,0.8730863317810235,0.09555475978151419,0.157742742233093,0.0,4.028893771312133e-17,3.980865735449066e-17,0.04407550525842494,0.19847433559936617,0.1541526571276019,2.442229527728391e-18,0.34999999999999987
0.07215724557516842,0.06358086110542156,0.8826650846328346,0.092988189530244,0.169226005539546,2.537425779332006e-17,1.178997463990565e-17,7.798507055338554e-18,0.048441395249876985,0.18143546792734555,0.15790894175298756,0.0,0.34999999999999987
0.07383969811212769,0.06484126084815485,0.8914548842745021,0.09042075792801743,0.1807097110514276,9.27312799285434e-17,4.7244732514818644e-17,5.013810365946974e-17,0.0528062972775871,0.16439782725316224,0.16166540648980568,0.0,0.3499999999999998
0.07552215064908696,0.06613082864215648,0.8995125638671292,0.0878531428416274,0.19219413667554897,2.312748596536114e-17,3.335762821996756e-17,1.4905133466870296e-17,0.0571751575593683,0.14735611205300927,0.1654214508704461,0.0,0.35
0.07720460318604622,0.06744789147132893,0.9068921566736416,0.08528417344678464,0.2036778355855582,0.0,4.315461947337133e-18,0.0,0.06153308787045669,0.1303260399080648,0.1691788631891358,0.0,0.35
0.07888705572300547,0.06879087010672544,0.9136447351076289,0.0827120456085849,0.21516445243705562,1.6762934232974138e-17,2.7321602207627565e-17,0.0,0.06589621722847268,0.11329121429164668,0.17293607043424017,0.0,0.35
0.08056950825996474,0.07015827631067557,0.9198183340148873,0.0801422603479475,0.22664972941953648,1.895341067945558e-17,2.2292574510156173e-17,0.0,0.07026093733354562,0.09625426688209512,0.17669280601687531,0.0,0.35
0.08225196079692401,0.07154870955171101,0.92545794026578,0.07757396307157766,0.2381340274253844,7.233091294747303e-17,3.1790853706982344e-17,3.1719542953530466e-17,0.07462600983270101,0.0792165763009431,0.18044942336939393,6.139308090694099e-17,0.34999999999999987
0.08393441333388327,0.07296085334601686,0.9306055342493742,0.07500627868888157,0.2496178999589822,0.0,1.3824868786350717e-17,5.616305807568895e-18,0.07899111337027935,0.06217868429478869,0.18420602368706834,0.0,0.35
0.08561686587084252,0.07439347136867999,0.9353001703535658,0.07243851994092473,0.2611017862783878,6.200719546083766e-17,0.0,0.0,0.08335591048007379,0.04514115239424662,0.1879626309063671,2.346932888818071e-17,0.35
0.0872993184078018,0.07584540343669796,0.9395780858461119,0.06986823190707385,0.27258732484705295,0.0,0.0,5.184230935337865e-17,0.08771980994027605,0.02810528496118552,0.1917193483444119,5.322201968655493e-17,0.34999999999999987
0.08898177094476106,0.07731556144394262,0.9434728294785348,0.06730294203547457,0.28406957662272997,0.0,2.2175849598713414e-18,2.6687858254939528e-17,0.09208549007016407,0.011066058766637635,0.19547593250499373,7.280218920793032e-17,0.35
0.09066422348172032,0.07880382503171143,0.9470045905153264,0.0603943524667764,0.2982787774108723,3.983458226521139e-17,1.238284639949042e-17,0.0,0.09255612573276548,3.189719270388238e-17,0.19877074438958592,1.3356937222436178e-17,0.34999999999999987
0.09234667601867957,0.08031964540915947,0.9500793511154415,0.045438656954449305,0.31753980149367605,4.0623235368112146e-19,0.0,0.0,0.08580964904822354,0.0,0.20121189250365137,7.278743283228026e-17,0.35
0.09402912855563884,0.08186446590558219,0.9527025952758055,0.030487973134284224,0.33679715269097893,0.0,0.0,1.2486298182441013e-19,0.07906192577506693,3.0638982415715563e-17,0.20365294839966994,2.31992136450606e-17,0.35
0.09571158109259811,0.08343909949160169,0.9548873627776214,0.02369643572956048,0.35,2.433494865865251e-17,0.0,0.0,0.07014307917133188,0.0,0.20616048509910787,8.487580112247716e-18,0.35
0.09739403362955737,0.08507630752584991,0.9562873209831588,0.03470168269286409,0.35,0.0,0.0,0.0,0.05649475559015904,1.0340013823538398e-15,0.20880356171697553,4.9709441087327095e-17,0.35
0.09907648616651663,0.08678362775442941,0.9568607453812656,0.04570532413523238,0.35,0.0,0.0,2.5965406857007704e-17,0.04284460807227002,5.1370537585990756e-17,0.21145006779249717,4.055945416446388e-17,0.35
0.1007589387034759,0.08853673436383958,0.9569169213852935,0.055891447760622666,0.35,2.3069789351418124e-17,6.648531009588454e-17,0.0,0.04143717154858003,1.0825081065909958e-17,0.21573489566309742,4.820633909413674e-17,0.3369364850276996
0.10244139124043516,0.09029422830269512,0.9569244174085614,0.06589617963522927,0.35,6.424575498334417e-17,1.1424780392566003e-17,0.0,0.04278965245463065,0.0,0.22038287982345964,0.0,0.3209312880866805
0.10412384377739442,0.09205487455495535,0.956898858172738,0.07589887177350049,0.35,0.0,2.978506655725022e-17,0.0,0.04414045329170233,1.831624045142699e-17,0.22503521570298368,3.918882633766746e-17,0.30492545923181363
0.10580629631435368,0.0938184956361873,0.9568439173864249,0.08590435661340916,0.34999999999999987,0.0,3.4533533259557825e-18,5.575933188480334e-17,0.04548742898935251,2.4558873272691184e-17,0.22968164361982504,2.3865153288889912e-17,0.28892657077741324
0.10748874885131296,0.0955849268907195,0.956762874645973,0.09590846421582536,0.35,0.0,0.0,9.079557919855659e-18,0.04683518825132628,0.0,0.23433099412089647,8.848106167018421e-18,0.2729253534119519
0.10917120138827222,0.09735401534916391,0.956658660947045,0.10591231472411845,0.35,1.4906509322254805e-17,4.502615389367047e-18,1.6803016091157183e-18,0.048183743017246435,0.0,0.23898088487197292,0.0,0.2569230573866624
0.11085365392523147,0.09912561876581917,0.9565338978888028,0.11591570902433444,0.3499999999999999,6.189608558766074e-17,2.744259694161845e-17,2.3845036256392622e-18,0.04951663309960599,0.0,0.24363187420365762,0.0,0.24093578367240215
0.11253610646219073,0.10089960459917297,0.9563909335325452,0.12592026511633922,0.3499999999999999,0.0,3.625978640606209e-17,5.637851296924623e-18,0.050880060535119336,3.765908483492619e-18,0.24828014251107405,1.4386007576167037e-17,0.2249195318374675
0.11421855899915001,0.10267584942963653,0.9562318706689716,0.1359242113696844,0.35,1.791644090032296e-17,0.0,3.298685109787147e-17,0.05222835395781272,0.0,0.2529298317849846,0.0,0.20891760288751832
0.11590101153610927,0.10445423799170449,0.9560585958945702,0.14592834857664402,0.35,3.460426051065356e-17,1.3109952441128433e-17,1.6717889279958126e-17,0.053575985551224094,0.0,0.25757912036619024,5.321484491125142e-18,0.1929165455059416
0.11758346407306852,0.10623466262682402,0.955872802112191,0.15593210563677867,0.35,1.3904892862126594e-17,1.3023978596982122e-17,0.0,0.05492486584580613,0.0,0.2622292071901886,0.0,0.1769138213272266
0.11926591661002778,0.1080170226544538,0.9556760096391009,0.16593689692627914,0.35,0.0,8.551644635479416e-18,1.5748036555351952e-17,0.056271816181790245,0.0,0.2668771102975879,2.3107058801097313e-17,0.1609141765943428
0.12094836914698706,0.10980122382665819,0.955469584620358,0.17593952940931207,0.35,5.485385366418849e-17,2.7660707925536432e-17,2.980878347977334e-17,0.0576162980414304,1.2551334212414222e-17,0.27152962483243415,0.0,0.1449145477168233
